Date,Nom de l'entraînement,Durée,Nom de l'exercice,Ordre de la série,Poids,Réps,Distance,Secondes,RPE
2026-04-28 12:05:21,"Entraînement du midi",25min,"Pec Deck (Machine)",4,63.0,10.0,0,0.0,
2026-04-28 12:05:21,"Entraînement du midi",25min,"Pec Deck (Machine)",5,72.0,10.0,0,0.0,
2026-04-28 12:05:21,"Entraînement du midi",25min,"Seated Row (Cable)",1,27.0,10.0,0,0.0,
2026-04-28 12:05:21,"Entraînement du midi",25min,"Seated Row (Cable)",2,32.0,10.0,0,0.0,
2026-04-28 12:05:21,"Entraînement du midi",25min,"Seated Row (Cable)",3,36.0,10.0,0,0.0,
2026-04-28 12:05:21,"Entraînement du midi",25min,"Seated Row (Cable)",4,41.0,10.0,0,0.0,
2026-04-28 12:05:21,"Entraînement du midi",25min,"Seated Row (Cable)",5,45.0,10.0,0,0.0,
2026-04-28 12:05:21,"Entraînement du midi",25min,"Chest Press (Machine)",1,36.0,10.0,0,0.0,
2026-04-28 12:05:21,"Entraînement du midi",25min,"Chest Press (Machine)",2,41.0,10.0,0,0.0,
2026-04-28 12:05:21,"Entraînement du midi",25min,"Chest Press (Machine)",3,45.0,10.0,0,0.0,
2026-04-28 12:05:21,"Entraînement du midi",25min,"Chest Press (Machine)",4,50.0,10.0,0,0.0,
2026-04-28 12:05:21,"Entraînement du midi",25min,"Chest Press (Machine)",5,36.0,10.0,0,0.0,
2026-04-28 12:05:21,"Entraînement du midi",25min,"Lat Pulldown (Cable)",1,18.0,10.0,0,0.0,
2026-04-28 12:05:21,"Entraînement du midi",25min,"Lat Pulldown (Cable)",2,29.0,10.0,0,0.0,
2026-04-28 12:05:21,"Entraînement du midi",25min,"Lat Pulldown (Cable)",3,36.0,10.0,0,0.0,
2026-04-28 12:05:21,"Entraînement du midi",25min,"Lat Pulldown (Cable)",4,43.0,10.0,0,0.0,
2026-04-28 12:05:21,"Entraînement du midi",25min,"Lat Pulldown (Cable)",5,29.0,10.0,0,0.0,
2026-04-28 12:05:21,"Entraînement du midi",25min,"Triceps Extension",1,9.0,10.0,0,0.0,
2026-04-28 12:05:21,"Entraînement du midi",25min,"Triceps Extension",2,14.0,10.0,0,0.0,
2026-04-28 12:05:21,"Entraînement du midi",25min,"Triceps Extension",3,18.0,10.0,0,0.0,
2026-04-28 12:05:21,"Entraînement du midi",25min,"Triceps Extension",4,23.0,10.0,0,0.0,
2026-04-28 12:05:21,"Entraînement du midi",25min,"Triceps Extension",5,29.0,10.0,0,0.0,
2026-04-29 12:31:12,"Entraînement du midi",31min,"Pec Deck (Machine)",1,41.0,10.0,0,0.0,
2026-04-29 12:31:12,"Entraînement du midi",31min,"Pec Deck (Machine)",2,45.0,10.0,0,0.0,
2026-04-29 12:31:12,"Entraînement du midi",31min,"Pec Deck (Machine)",3,54.0,10.0,0,0.0,
2026-04-29 12:31:12,"Entraînement du midi",31min,"Pec Deck (Machine)",4,63.0,10.0,0,0.0,
2026-04-29 12:31:12,"Entraînement du midi",31min,"Pec Deck (Machine)",5,72.0,10.0,0,0.0,
2026-04-29 12:31:12,"Entraînement du midi",31min,"Seated Row (Cable)",1,32.0,10.0,0,0.0,
2026-04-29 12:31:12,"Entraînement du midi",31min,"Seated Row (Cable)",2,36.0,10.0,0,0.0,
2026-04-29 12:31:12,"Entraînement du midi",31min,"Seated Row (Cable)",3,41.0,10.0,0,0.0,
2026-04-29 12:31:12,"Entraînement du midi",31min,"Seated Row (Cable)",4,45.0,10.0,0,0.0,
2026-04-29 12:31:12,"Entraînement du midi",31min,"Seated Row (Cable)",5,50.0,10.0,0,0.0,
2026-04-29 12:31:12,"Entraînement du midi",31min,"Chest Press (Machine)",1,41.0,10.0,0,0.0,
2026-04-29 12:31:12,"Entraînement du midi",31min,"Chest Press (Machine)",2,41.0,10.0,0,0.0,
2026-04-29 12:31:12,"Entraînement du midi",31min,"Chest Press (Machine)",3,45.0,10.0,0,0.0,
2026-04-29 12:31:12,"Entraînement du midi",31min,"Chest Press (Machine)",4,50.0,10.0,0,0.0,
2026-04-29 12:31:12,"Entraînement du midi",31min,"Chest Press (Machine)",5,45.0,10.0,0,0.0,
2026-04-29 12:31:12,"Entraînement du midi",31min,"Lat Pulldown (Cable)",1,18.0,10.0,0,0.0,
2026-04-29 12:31:12,"Entraînement du midi",31min,"Lat Pulldown (Cable)",2,23.0,10.0,0,0.0,
2026-04-29 12:31:12,"Entraînement du midi",31min,"Lat Pulldown (Cable)",3,29.0,10.0,0,0.0,
2026-04-29 12:31:12,"Entraînement du midi",31min,"Lat Pulldown (Cable)",4,36.0,10.0,0,0.0,
2026-04-29 12:31:12,"Entraînement du midi",31min,"Lat Pulldown (Cable)",5,43.0,10.0,0,0.0,
2026-04-29 12:31:12,"Entraînement du midi",31min,"Triceps Extension",1,9.0,10.0,0,0.0,
2026-04-29 12:31:12,"Entraînement du midi",31min,"Triceps Extension",2,14.0,10.0,0,0.0,
2026-04-29 12:31:12,"Entraînement du midi",31min,"Triceps Extension",3,13.6,10.0,0,0.0,
2026-04-29 12:31:12,"Entraînement du midi",31min,"Triceps Extension",4,15.9,10.0,0,0.0,
2026-04-29 12:31:12,"Entraînement du midi",31min,"Triceps Extension",5,18.1,10.0,0,0.0,
2026-04-30 20:49:57,"Entraînement du midi",40min,"Pec Deck (Machine)",1,41.0,10.0,0,0.0,
2026-04-30 20:49:57,"Entraînement du midi",40min,"Pec Deck (Machine)",2,45.0,10.0,0,0.0,
2026-04-30 20:49:57,"Entraînement du midi",40min,"Pec Deck (Machine)",3,54.0,10.0,0,0.0,
2026-04-30 20:49:57,"Entraînement du midi",40min,"Pec Deck (Machine)",4,63.0,10.0,0,0.0,
2026-04-30 20:49:57,"Entraînement du midi",40min,"Pec Deck (Machine)",5,54.0,10.0,0,0.0,
2026-04-30 20:49:57,"Entraînement du midi",40min,"Seated Row (Cable)",1,27.0,10.0,0,0.0,
2026-04-30 20:49:57,"Entraînement du midi",40min,"Seated Row (Cable)",2,32.0,10.0,0,0.0,
2026-04-30 20:49:57,"Entraînement du midi",40min,"Seated Row (Cable)",3,36.0,10.0,0,0.0,
2026-04-30 20:49:57,"Entraînement du midi",40min,"Seated Row (Cable)",4,41.0,10.0,0,0.0,
2026-04-30 20:49:57,"Entraînement du midi",40min,"Seated Row (Cable)",5,45.0,10.0,0,0.0,
2026-04-30 20:49:57,"Entraînement du midi",40min,"Chest Press (Machine)",1,36.0,10.0,0,0.0,
2026-04-30 20:49:57,"Entraînement du midi",40min,"Chest Press (Machine)",2,41.0,10.0,0,0.0,
2026-04-30 20:49:57,"Entraînement du midi",40min,"Chest Press (Machine)",3,45.0,10.0,0,0.0,
2026-04-30 20:49:57,"Entraînement du midi",40min,"Chest Press (Machine)",4,50.0,10.0,0,0.0,
2026-04-30 20:49:57,"Entraînement du midi",40min,"Chest Press (Machine)",5,41.0,10.0,0,0.0,
2026-04-30 20:49:57,"Entraînement du midi",40min,"Lat Pulldown (Cable)",1,18.0,10.0,0,0.0,
2026-04-30 20:49:57,"Entraînement du midi",40min,"Lat Pulldown (Cable)",2,29.0,10.0,0,0.0,
2026-04-30 20:49:57,"Entraînement du midi",40min,"Lat Pulldown (Cable)",3,36.0,10.0,0,0.0,
2026-04-30 20:49:57,"Entraînement du midi",40min,"Lat Pulldown (Cable)",4,43.0,10.0,0,0.0,
2026-04-30 20:49:57,"Entraînement du midi",40min,"Lat Pulldown (Cable)",5,23.0,10.0,0,0.0,
2026-04-30 20:49:57,"Entraînement du midi",40min,"Triceps Extension",1,14.0,10.0,0,0.0,
2026-04-30 20:49:57,"Entraînement du midi",40min,"Triceps Extension",2,18.0,10.0,0,0.0,
2026-04-30 20:49:57,"Entraînement du midi",40min,"Triceps Extension",3,18.0,10.0,0,0.0,
2026-04-30 20:49:57,"Entraînement du midi",40min,"Triceps Extension",4,23.0,10.0,0,0.0,
2026-04-30 20:49:57,"Entraînement du midi",40min,"Triceps Extension",5,29.0,10.0,0,0.0,
2026-05-03 15:38:58,"Entraînement du midi",33min,"Pec Deck (Machine)",1,41.0,10.0,0,0.0,
2026-05-03 15:38:58,"Entraînement du midi",33min,"Pec Deck (Machine)",2,45.0,10.0,0,0.0,
2026-05-03 15:38:58,"Entraînement du midi",33min,"Pec Deck (Machine)",3,54.0,10.0,0,0.0,
2026-05-03 15:38:58,"Entraînement du midi",33min,"Pec Deck (Machine)",4,63.0,10.0,0,0.0,
2026-05-03 15:38:58,"Entraînement du midi",33min,"Pec Deck (Machine)",5,72.0,10.0,0,0.0,
2026-05-03 15:38:58,"Entraînement du midi",33min,"Seated Row (Cable)",1,27.0,10.0,0,0.0,
2026-05-03 15:38:58,"Entraînement du midi",33min,"Seated Row (Cable)",2,32.0,10.0,0,0.0,
2026-05-03 15:38:58,"Entraînement du midi",33min,"Seated Row (Cable)",3,36.0,10.0,0,0.0,
2026-05-03 15:38:58,"Entraînement du midi",33min,"Seated Row (Cable)",4,41.0,10.0,0,0.0,
2026-05-03 15:38:58,"Entraînement du midi",33min,"Seated Row (Cable)",5,45.0,10.0,0,0.0,
2026-05-03 15:38:58,"Entraînement du midi",33min,"Chest Press (Machine)",1,36.0,10.0,0,0.0,
2026-05-03 15:38:58,"Entraînement du midi",33min,"Chest Press (Machine)",2,41.0,10.0,0,0.0,
2026-05-03 15:38:58,"Entraînement du midi",33min,"Chest Press (Machine)",3,45.0,10.0,0,0.0,
2026-05-03 15:38:58,"Entraînement du midi",33min,"Chest Press (Machine)",4,50.0,10.0,0,0.0,
2026-05-03 15:38:58,"Entraînement du midi",33min,"Chest Press (Machine)",5,54.0,10.0,0,0.0,
2026-05-03 15:38:58,"Entraînement du midi",33min,"Lat Pulldown (Cable)",1,18.0,10.0,0,0.0,
2026-05-03 15:38:58,"Entraînement du midi",33min,"Lat Pulldown (Cable)",2,29.0,10.0,0,0.0,
2026-05-03 15:38:58,"Entraînement du midi",33min,"Lat Pulldown (Cable)",3,36.0,10.0,0,0.0,
2026-05-03 15:38:58,"Entraînement du midi",33min,"Lat Pulldown (Cable)",4,29.0,10.0,0,0.0,
2026-05-03 15:38:58,"Entraînement du midi",33min,"Lat Pulldown (Cable)",5,29.0,10.0,0,0.0,
2026-05-03 15:38:58,"Entraînement du midi",33min,"Triceps Extension",1,9.0,10.0,0,0.0,
2026-05-03 15:38:58,"Entraînement du midi",33min,"Triceps Extension",2,11.3,10.0,0,0.0,
2026-05-03 15:38:58,"Entraînement du midi",33min,"Triceps Extension",3,13.6,10.0,0,0.0,
2026-05-03 15:38:58,"Entraînement du midi",33min,"Triceps Extension",4,15.9,10.0,0,0.0,
2026-05-03 15:38:58,"Entraînement du midi",33min,"Triceps Extension",5,18.1,10.0,0,0.0,
2026-05-05 21:12:16,"Entraînement du midi",30min,"Pec Deck (Machine)",1,41.0,10.0,0,0.0,
2026-05-05 21:12:16,"Entraînement du midi",30min,"Pec Deck (Machine)",2,45.0,10.0,0,0.0,
2026-05-05 21:12:16,"Entraînement du midi",30min,"Pec Deck (Machine)",3,54.0,10.0,0,0.0,
2026-05-05 21:12:16,"Entraînement du midi",30min,"Pec Deck (Machine)",4,63.0,10.0,0,0.0,
2026-05-05 21:12:16,"Entraînement du midi",30min,"Pec Deck (Machine)",5,72.0,10.0,0,0.0,
2026-05-05 21:12:16,"Entraînement du midi",30min,"Seated Row (Cable)",1,27.0,10.0,0,0.0,
2026-05-05 21:12:16,"Entraînement du midi",30min,"Seated Row (Cable)",2,32.0,10.0,0,0.0,
2026-05-05 21:12:16,"Entraînement du midi",30min,"Seated Row (Cable)",3,36.0,10.0,0,0.0,
2026-05-05 21:12:16,"Entraînement du midi",30min,"Seated Row (Cable)",4,41.0,10.0,0,0.0,
2026-05-05 21:12:16,"Entraînement du midi",30min,"Seated Row (Cable)",5,45.0,10.0,0,0.0,
2026-05-05 21:12:16,"Entraînement du midi",30min,"Chest Press (Machine)",1,36.0,10.0,0,0.0,
2026-05-05 21:12:16,"Entraînement du midi",30min,"Chest Press (Machine)",2,41.0,10.0,0,0.0,
2026-05-05 21:12:16,"Entraînement du midi",30min,"Chest Press (Machine)",3,45.0,10.0,0,0.0,
2026-05-05 21:12:16,"Entraînement du midi",30min,"Chest Press (Machine)",4,50.0,10.0,0,0.0,
2026-05-05 21:12:16,"Entraînement du midi",30min,"Chest Press (Machine)",5,36.0,10.0,0,0.0,
2026-05-05 21:12:16,"Entraînement du midi",30min,"Lat Pulldown (Cable)",1,18.0,10.0,0,0.0,
2026-05-05 21:12:16,"Entraînement du midi",30min,"Lat Pulldown (Cable)",2,29.0,10.0,0,0.0,
2026-05-05 21:12:16,"Entraînement du midi",30min,"Lat Pulldown (Cable)",3,36.0,10.0,0,0.0,
2026-05-05 21:12:16,"Entraînement du midi",30min,"Lat Pulldown (Cable)",4,43.0,10.0,0,0.0,
2026-05-05 21:12:16,"Entraînement du midi",30min,"Lat Pulldown (Cable)",5,29.0,10.0,0,0.0,
2026-05-05 21:12:16,"Entraînement du midi",30min,"Triceps Extension",1,9.0,10.0,0,0.0,
2026-05-05 21:12:16,"Entraînement du midi",30min,"Triceps Extension",2,11.3,10.0,0,0.0,
2026-05-05 21:12:16,"Entraînement du midi",30min,"Triceps Extension",3,13.6,10.0,0,0.0,
2026-05-05 21:12:16,"Entraînement du midi",30min,"Triceps Extension",4,15.9,10.0,0,0.0,
2026-05-05 21:12:16,"Entraînement du midi",30min,"Triceps Extension",5,18.1,10.0,0,0.0,
2026-05-10 17:50:52,"Entraînement du midi",32min,"Pec Deck (Machine)",1,41.0,10.0,0,0.0,
2026-05-10 17:50:52,"Entraînement du midi",32min,"Pec Deck (Machine)",2,45.0,10.0,0,0.0,
2026-05-10 17:50:52,"Entraînement du midi",32min,"Pec Deck (Machine)",3,54.0,10.0,0,0.0,
2026-05-10 17:50:52,"Entraînement du midi",32min,"Pec Deck (Machine)",4,63.0,10.0,0,0.0,
2026-05-10 17:50:52,"Entraînement du midi",32min,"Pec Deck (Machine)",5,72.0,10.0,0,0.0,
2026-05-10 17:50:52,"Entraînement du midi",32min,"Seated Row (Cable)",1,27.0,10.0,0,0.0,
2026-05-10 17:50:52,"Entraînement du midi",32min,"Seated Row (Cable)",2,32.0,10.0,0,0.0,
2026-05-10 17:50:52,"Entraînement du midi",32min,"Seated Row (Cable)",3,36.0,10.0,0,0.0,
2026-05-10 17:50:52,"Entraînement du midi",32min,"Seated Row (Cable)",4,41.0,10.0,0,0.0,
2026-05-10 17:50:52,"Entraînement du midi",32min,"Seated Row (Cable)",5,45.0,10.0,0,0.0,
2026-05-10 17:50:52,"Entraînement du midi",32min,"Chest Press (Machine)",1,36.0,10.0,0,0.0,
2026-05-10 17:50:52,"Entraînement du midi",32min,"Chest Press (Machine)",2,41.0,10.0,0,0.0,
2026-05-10 17:50:52,"Entraînement du midi",32min,"Chest Press (Machine)",3,45.0,10.0,0,0.0,
2026-05-10 17:50:52,"Entraînement du midi",32min,"Chest Press (Machine)",4,50.0,10.0,0,0.0,
2026-05-10 17:50:52,"Entraînement du midi",32min,"Chest Press (Machine)",5,36.0,10.0,0,0.0,
2026-05-10 17:50:52,"Entraînement du midi",32min,"Lat Pulldown (Cable)",1,18.0,10.0,0,0.0,
2026-05-10 17:50:52,"Entraînement du midi",32min,"Lat Pulldown (Cable)",2,29.0,10.0,0,0.0,
2026-05-10 17:50:52,"Entraînement du midi",32min,"Lat Pulldown (Cable)",3,36.0,10.0,0,0.0,
2026-05-10 17:50:52,"Entraînement du midi",32min,"Lat Pulldown (Cable)",4,43.0,10.0,0,0.0,
2026-05-10 17:50:52,"Entraînement du midi",32min,"Lat Pulldown (Cable)",5,29.0,10.0,0,0.0,
2026-05-10 17:50:52,"Entraînement du midi",32min,"Triceps Extension",1,7.9,10.0,0,0.0,
2026-05-10 17:50:52,"Entraînement du midi",32min,"Triceps Extension",2,10.2,10.0,0,0.0,
2026-05-10 17:50:52,"Entraînement du midi",32min,"Triceps Extension",3,12.5,10.0,0,0.0,
2026-05-10 17:50:52,"Entraînement du midi",32min,"Triceps Extension",4,14.7,10.0,0,0.0,
2026-05-10 17:50:52,"Entraînement du midi",32min,"Triceps Extension",5,17.0,10.0,0,0.0,
2026-05-12 12:14:22,"Mercredi Séance Pêche Dos Épaule",24min,"Chest Press (Machine)",1,36.0,10.0,0,0.0,
2026-05-12 12:14:22,"Mercredi Séance Pêche Dos Épaule",24min,"Chest Press (Machine)",2,41.0,10.0,0,0.0,
2026-05-12 12:14:22,"Mercredi Séance Pêche Dos Épaule",24min,"Chest Press (Machine)",3,50.0,10.0,0,0.0,
2026-05-12 12:14:22,"Mercredi Séance Pêche Dos Épaule",24min,"Chest Press (Machine)",4,50.0,10.0,0,0.0,
2026-05-12 12:14:22,"Mercredi Séance Pêche Dos Épaule",24min,"Chest Press (Machine)",5,50.0,10.0,0,0.0,
2026-05-12 12:14:22,"Mercredi Séance Pêche Dos Épaule",24min,"Seated Row (Cable)",1,27.0,10.0,0,0.0,
2026-05-12 12:14:22,"Mercredi Séance Pêche Dos Épaule",24min,"Seated Row (Cable)",2,45.0,10.0,0,0.0,
2026-05-12 12:14:22,"Mercredi Séance Pêche Dos Épaule",24min,"Seated Row (Cable)",3,45.0,10.0,0,0.0,
2026-05-12 12:14:22,"Mercredi Séance Pêche Dos Épaule",24min,"Seated Row (Cable)",4,45.0,10.0,0,0.0,
2026-05-12 12:14:22,"Mercredi Séance Pêche Dos Épaule",24min,"Pec Deck (Machine)",1,72.0,10.0,0,0.0,
2026-05-12 12:14:22,"Mercredi Séance Pêche Dos Épaule",24min,"Pec Deck (Machine)",2,72.0,10.0,0,0.0,
2026-05-12 12:14:22,"Mercredi Séance Pêche Dos Épaule",24min,"Pec Deck (Machine)",3,72.0,10.0,0,0.0,
2026-05-12 12:14:22,"Mercredi Séance Pêche Dos Épaule",24min,"Reverse Fly (Machine)",1,27.0,12.0,0,0.0,
2026-05-12 12:14:22,"Mercredi Séance Pêche Dos Épaule",24min,"Reverse Fly (Machine)",2,32.0,12.0,0,0.0,
2026-05-12 12:14:22,"Mercredi Séance Pêche Dos Épaule",24min,"Reverse Fly (Machine)",3,36.0,12.0,0,0.0,
2026-05-12 12:14:22,"Mercredi Séance Pêche Dos Épaule",24min,"Seated Overhead Press (Barbell)",1,18.0,10.0,0,0.0,
2026-05-12 12:14:22,"Mercredi Séance Pêche Dos Épaule",24min,"Seated Overhead Press (Barbell)",2,23.0,10.0,0,0.0,
2026-05-12 12:14:22,"Mercredi Séance Pêche Dos Épaule",24min,"Seated Overhead Press (Barbell)",3,29.0,10.0,0,0.0,
2026-05-12 12:14:22,"Mercredi Séance Pêche Dos Épaule",24min,"Seated Overhead Press (Barbell)",4,29.0,7.0,0,0.0,
2026-05-20 08:56:38,"Mercredi Séance Pêche Dos Épaule",28min,"Chest Press (Machine)",1,36.0,10.0,0,0.0,
2026-05-20 08:56:38,"Mercredi Séance Pêche Dos Épaule",28min,"Chest Press (Machine)",2,41.0,10.0,0,0.0,
2026-05-20 08:56:38,"Mercredi Séance Pêche Dos Épaule",28min,"Chest Press (Machine)",3,50.0,10.0,0,0.0,
2026-05-20 08:56:38,"Mercredi Séance Pêche Dos Épaule",28min,"Chest Press (Machine)",4,50.0,10.0,0,0.0,
2026-05-20 08:56:38,"Mercredi Séance Pêche Dos Épaule",28min,"Chest Press (Machine)",5,50.0,10.0,0,0.0,
2026-05-20 08:56:38,"Mercredi Séance Pêche Dos Épaule",28min,"Seated Row (Cable)",1,27.0,10.0,0,0.0,
2026-05-20 08:56:38,"Mercredi Séance Pêche Dos Épaule",28min,"Seated Row (Cable)",2,45.0,10.0,0,0.0,
2026-05-20 08:56:38,"Mercredi Séance Pêche Dos Épaule",28min,"Seated Row (Cable)",3,45.0,10.0,0,0.0,
2026-05-20 08:56:38,"Mercredi Séance Pêche Dos Épaule",28min,"Seated Row (Cable)",4,45.0,10.0,0,0.0,
2026-05-20 08:56:38,"Mercredi Séance Pêche Dos Épaule",28min,"Pec Deck (Machine)",1,72.0,10.0,0,0.0,
2026-05-20 08:56:38,"Mercredi Séance Pêche Dos Épaule",28min,"Pec Deck (Machine)",2,72.0,10.0,0,0.0,
2026-05-20 08:56:38,"Mercredi Séance Pêche Dos Épaule",28min,"Pec Deck (Machine)",3,72.0,10.0,0,0.0,
2026-05-20 08:56:38,"Mercredi Séance Pêche Dos Épaule",28min,"Reverse Fly (Machine)",1,32.0,12.0,0,0.0,
2026-05-20 08:56:38,"Mercredi Séance Pêche Dos Épaule",28min,"Reverse Fly (Machine)",2,32.0,12.0,0,0.0,
2026-05-20 08:56:38,"Mercredi Séance Pêche Dos Épaule",28min,"Reverse Fly (Machine)",3,32.0,12.0,0,0.0,
2026-05-20 08:56:38,"Mercredi Séance Pêche Dos Épaule",28min,"Shoulder Press (Machine)",1,14.0,10.0,0,0.0,
2026-05-20 08:56:38,"Mercredi Séance Pêche Dos Épaule",28min,"Shoulder Press (Machine)",2,18.0,10.0,0,0.0,
2026-05-20 08:56:38,"Mercredi Séance Pêche Dos Épaule",28min,"Shoulder Press (Machine)",3,23.0,10.0,0,0.0,
2026-05-20 08:56:38,"Mercredi Séance Pêche Dos Épaule",28min,"Shoulder Press (Machine)",4,29.0,10.0,0,0.0,
2026-05-20 08:56:38,"Mercredi Séance Pêche Dos Épaule",28min,"Shoulder Press (Machine)",5,29.0,8.0,0,0.0,
2026-05-20 08:56:38,"Mercredi Séance Pêche Dos Épaule",28min,"Triceps Extension",1,7.9,10.0,0,0.0,
2026-05-20 08:56:38,"Mercredi Séance Pêche Dos Épaule",28min,"Triceps Extension",2,10.2,10.0,0,0.0,
2026-05-20 08:56:38,"Mercredi Séance Pêche Dos Épaule",28min,"Triceps Extension",3,12.5,10.0,0,0.0,
2026-05-20 08:56:38,"Mercredi Séance Pêche Dos Épaule",28min,"Triceps Extension",4,14.7,10.0,0,0.0,
2026-05-20 08:56:38,"Mercredi Séance Pêche Dos Épaule",28min,"Triceps Extension",É,17.0,10.0,0,0.0,
2026-05-22 13:03:45,"Vendredi Dos Bras Haut",26min,"Lat Pulldown (Cable)",1,45.0,12.0,0,0.0,
2026-05-22 13:03:45,"Vendredi Dos Bras Haut",26min,"Lat Pulldown (Cable)",2,43.0,10.0,0,0.0,
2026-05-22 13:03:45,"Vendredi Dos Bras Haut",26min,"Lat Pulldown (Cable)",3,43.0,10.0,0,0.0,
2026-05-22 13:03:45,"Vendredi Dos Bras Haut",26min,"Bicep Curl (Cable)",1,23.0,12.0,0,0.0,
2026-05-22 13:03:45,"Vendredi Dos Bras Haut",26min,"Bicep Curl (Cable)",2,23.0,12.0,0,0.0,
2026-05-22 13:03:45,"Vendredi Dos Bras Haut",26min,"Bicep Curl (Cable)",3,23.0,12.0,0,0.0,
2026-05-22 13:03:45,"Vendredi Dos Bras Haut",26min,"Triceps Extension",1,19.3,10.0,0,0.0,
2026-05-22 13:03:45,"Vendredi Dos Bras Haut",26min,"Triceps Extension",2,20.0,10.0,0,0.0,
2026-05-22 13:03:45,"Vendredi Dos Bras Haut",26min,"Triceps Extension",3,20.0,10.0,0,0.0,
2026-05-22 13:03:45,"Vendredi Dos Bras Haut",26min,"Leg Press",1,45.0,10.0,0,0.0,
2026-05-22 13:03:45,"Vendredi Dos Bras Haut",26min,"Leg Press",2,63.0,12.0,0,0.0,
2026-05-22 13:03:45,"Vendredi Dos Bras Haut",26min,"Leg Press",3,72.0,12.0,0,0.0,
2026-05-22 13:03:45,"Vendredi Dos Bras Haut",26min,"Seated Row (Machine)",1,45.0,10.0,0,0.0,
2026-05-22 13:03:45,"Vendredi Dos Bras Haut",26min,"Seated Row (Machine)",2,50.0,10.0,0,0.0,
2026-05-22 13:03:45,"Vendredi Dos Bras Haut",26min,"Seated Row (Machine)",3,50.0,10.0,0,0.0,
